"species_code","subcategory"
"71880","None"
"71881","None"
"71882","None"
"71883","None"
"71884","None"
"71886","None"
"71890","None"
"71891","None"
"71892","None"
"71893","None"
"71894","None"
"71895","None"
"71896","None"
"71900","None"
"71901","None"
"71902","None"
"71904","None"
"71905","None"
"71906","None"
"71910","None"
"71911","None"
"71912","None"
"71960","None"
"72019","None"
"72020","None"
"72021","None"
"72022","None"
"72059","None"
"72060","None"
"72063","None"
"72065","None"
"72100","None"
"72103","None"
"72104","None"
"72106","None"
"72181","None"
"72182","None"
"72183","None"
"72300","None"
"72302","None"
"72303","None"
"72304","None"
"72305","None"
"72370","None"
"72380","None"
"72395","None"
"72403","None"
"72406","None"
"72407","None"
"72420","None"
"72421","None"
"72423","None"
"72500","None"
"72501","None"
"72510","None"
"72511","None"
"72512","None"
"72515","None"
"72520","None"
"72525","None"
"72527","None"
"72531","None"
"72532","None"
"72533","None"
"72534","None"
"72535","None"
"72539","None"
"72540","None"
"72541","None"
"72543","None"
"72544","None"
"72736","None"
"72738","None"
"72739","None"
"72740","None"
"72741","None"
"72742","None"
"72743","None"
"72744","None"
"72745","None"
"72746","None"
"72747","None"
"72748","None"
"72749","None"
"72750","None"
"72751","None"
"72752","None"
"72753","None"
"72754","None"
"72755","None"
"72756","None"
"72757","None"
"72758","None"
"72759","None"
"72760","None"
"72761","None"
"72762","None"
"72763","None"
"72764","None"
"72765","None"
"72767","None"
"72789","None"
"72790","None"
"72791","None"
"72795","None"
"72800","None"
"72801","None"
"72802","None"
"72803","None"
"72804","None"
"72805","None"
"72806","None"
"73183","None"
"73185","None"
"73186","None"
"73187","None"
"73351","None"
"74000","None"
"74001","None"
"74050","None"
"74060","None"
"74065","None"
"74070","None"
"74080","None"
"74100","None"
"74103","None"
"74104","None"
"74105","None"
"74106","None"
"74107","None"
"74109","None"
"74112","None"
"74120","None"
"74130","None"
"74150","None"
"74171","None"
"74175","None"
"74176","None"
"74177","None"
"74301","None"
"74310","None"
"74311","None"
"74320","None"
"74321","None"
"74325","None"
"74326","None"
"74333","None"
"74342","None"
"74412","None"
"74414","None"
"74415","None"
"74416","None"
"74417","None"
"74419","None"
"74420","None"
"74421","None"
"74425","None"
"74435","None"
"74436","None"
"74439","None"
"74440","None"
"74481","None"
"74482","None"
"74490","None"
"74552","None"
"74560","None"
"74561","None"
"74562","None"
"74563","None"
"74564","None"
"74639","None"
"74640","None"
"74641","None"
"74642","None"
"74643","None"
"74644","None"
"74646","None"
"74647","None"
"74648","None"
"74650","None"
"74653","None"
"74654","None"
"74655","None"
"74656","None"
"74658","None"
"74712","None"
"74801","None"
"74802","None"
"74803","None"
"74980","None"
"74981","None"
"74982","None"
"74983","None"
"74985","None"
"74986","None"
"75016","None"
"75020","None"
"75021","None"
"75025","None"
"75030","None"
"75092","None"
"75102","None"
"75103","None"
"75110","None"
"75111","None"
"75201","None"
"75202","None"
"75203","None"
"75205","None"
"75220","None"
"75221","None"
"75240","None"
"75241","None"
"75242","None"
"75244","None"
"75247","None"
"75264","None"
"75266","None"
"75267","None"
"75284","None"
"75285","None"
"75286","None"
"75330","None"
"75332","None"
"75333","None"
"75335","None"
"75336","None"
"75372","None"
"75381","None"
"75382","None"
"75410","None"
"75551","None"
"75600","None"
"75601","None"
"75605","None"
"75606","None"
"75609","None"
"75610","None"
"77000","None"
"77011","None"
"77012","None"
"77102","None"
"78000","None"
"78001","None"
"78010","None"
"78011","None"
"78012","None"
"78013","None"
"78020","None"
"78021","None"
"78022","None"
"78030","None"
"78040","None"
"78210","None"
"78300","None"
"78352","None"
"78403","None"
"78404","None"
"78452","None"
"78502","None"
"79000","None"
"79001","None"
"79002","None"
"79020","None"
"79120","None"
"79200","None"
"79201","None"
"79202","None"
"79203","None"
"79204","None"
"79206","None"
"79210","None"
"79250","None"
"79252","None"
"79254","None"
"79259","None"
"79260","None"
"79302","None"
"79310","None"
"79311","None"
"79312","None"
"79340","None"
"79351","None"
"79352","None"
"79403","None"
"79404","None"
"79405","None"
"79406","None"
"79440","None"
"79442","None"
"79504","None"
"79509","None"
"79510","None"
"79512","None"
"80000","None"
"80005","None"
"80006","None"
"80010","None"
"80015","None"
"80018","None"
"80020","None"
"80030","None"
"80105","None"
"80106","None"
"80110","None"
"80111","None"
"80112","None"
"80115","None"
"80120","None"
"80160","None"
"80170","None"
"80171","None"
"80180","None"
"80182","None"
"80190","None"
"80200","None"
"80220","None"
"80230","None"
"80250","None"
"80310","None"
"80311","None"
"80312","None"
"80520","None"
"80525","None"
"80540","None"
"80541","None"
"80542","None"
"80543","None"
"80544","None"
"80546","None"
"80547","None"
"80548","None"
"80549","None"
"80550","None"
"80551","None"
"80590","None"
"80594","None"
"80595","None"
"80596","None"
"80601","None"
"80602","None"
"80610","None"
"80620","None"
"80624","None"
"80625","None"
"80630","None"
"80631","None"
"80632","None"
"80633","None"
"80640","None"
"80645","None"
"80650","None"
"80660","None"
"80670","None"
"80690","None"
"80691","None"
"80710","None"
"80728","None"
"80729","None"
"80730","None"
"80731","None"
"80732","None"
"80800","None"
"80810","None"
"80910","None"
